area_code,daynight_ratio,area_name
20482,77.53317,松川村
20485,99.76481,白馬村
20486,98.2438,小谷村
20521,105.18459,坂城町
20541,84.13381,小布施町
20543,80.33556,高山村
20561,87.44066,山ノ内町
20562,86.51782,木島平村
20563,89.53722,野沢温泉村
20583,92.95076,信濃町
20588,83.22702,小川村
20590,79.42692,飯綱町
20602,98.56631,栄村
21201,103.37001,岐阜市
21202,103.43635,大垣市
21203,101.29623,高山市
21204,88.68898,多治見市
21205,101.47499,関市
21206,98.63595,中津川市
21207,101.85934,美濃市
21208,92.12755,瑞浪市
21209,85.67801,羽島市
21210,97.02583,恵那市
21211,98.73249,美濃加茂市
21212,94.1325,土岐市
21213,93.46534,各務原市
21214,93.03409,可児市
21215,86.76698,山県市
21216,82.47967,瑞穂市
21217,95.90622,飛騨市
21218,96.00529,本巣市
21219,98.25612,郡上市
21220,99.63972,下呂市
21221,87.5703,海津市
21302,97.7053,岐南町
21303,92.4044,笠松町
21341,87.55038,養老町
21361,88.23124,垂井町
21362,97.16943,関ケ原町
21381,85.98174,神戸町
21382,95.2973,輪之内町
21383,88.70662,安八町
21401,97.28875,揖斐川町
21403,79.48663,大野町
21404,86.13792,池田町
21421,79.66867,北方町
21501,96.25701,坂祝町
21502,95.09346,富加町
21503,83.36766,川辺町
21504,82.09494,七宗町
21505,93.01714,八百津町
21506,93.2674,白川町
21507,92.03892,東白川村
21521,92.72818,御嵩町
21604,102.98322,白川村
22100,102.99962,静岡市
22101,109.80942,静岡市葵区
22102,100.42557,静岡市駿河区
22103,98.06132,静岡市清水区
22130,99.33068,浜松市
22131,106.82943,浜松市中区
22132,98.78962,浜松市東区
22133,90.29124,浜松市西区
22134,97.34113,浜松市南区
22135,102.86426,浜松市北区
22136,91.95412,浜松市浜北区
22137,95.14063,浜松市天竜区
22203,107.02591,沼津市
22205,106.15012,熱海市
22206,96.98126,三島市
22207,95.39803,富士宮市
22208,96.46938,伊東市
22209,93.16699,島田市
22210,99.25161,富士市
22211,102.95377,磐田市
22212,93.8442,焼津市
22213,101.11778,掛川市
22214,91.57272,藤枝市
22215,98.65687,御殿場市
22216,98.04404,袋井市
22219,104.44667,下田市
22220,106.08681,裾野市
22221,111.53055,湖西市
22222,94.46946,伊豆市
22223,97.00411,御前崎市
22224,94.97466,菊川市
22225,95.20684,伊豆の国市
22226,110.46831,牧之原市
22301,96.42744,東伊豆町
22302,93.49582,河津町
22304,93.47724,南伊豆町
22305,94.82229,松崎町
22306,98.12971,西伊豆町
22325,80.19437,函南町
22341,97.00168,清水町
22342,95.75016,長泉町
22344,102.61066,小山町
22424,104.01127,吉田町
22429,96.55172,川根本町
22461,100.394,森町
23100,112.81391,名古屋市
23101,110.28137,名古屋市千種区
23102,158.13974,名古屋市東区
23103,90.0574,名古屋市北区
23104,104.92763,名古屋市西区
23105,172.05982,名古屋市中村区
23106,363.95563,名古屋市中区
23107,117.24736,名古屋市昭和区
23108,102.81899,名古屋市瑞穂区
23109,134.45178,名古屋市熱田区
23110,87.98535,名古屋市中川区
23111,115.54397,名古屋市港区
23112,100.31621,名古屋市南区
23113,86.68518,名古屋市守山区
23114,78.80342,名古屋市緑区
23115,84.86775,名古屋市名東区
23116,89.75431,名古屋市天白区
23201,97.10058,豊橋市
23202,93.52344,岡崎市
23203,86.38478,一宮市
23204,90.75059,瀬戸市
23205,99.66726,半田市
23206,91.33726,春日井市
23207,94.36186,豊川市
23208,94.53737,津島市
23209,98.56614,碧南市
23210,123.1289,刈谷市
23211,110.48274,豊田市
23212,104.57098,安城市
23213,96.06108,西尾市
23214,93.53268,蒲郡市
23215,96.28169,犬山市
23216,101.90815,常滑市
23217,84.13363,江南市
23219,117.66737,小牧市
23220,95.93401,稲沢市
23221,96.51624,新城市
23222,101.20239,東海市
23223,100.7526,大府市
23224,77.62388,知多市
23225,83.18747,知立市
23226,81.03408,尾張旭市
23227,92.229,高浜市
23228,80.59585,岩倉市
23229,93.46854,豊明市
23230,96.10466,日進市
23231,109.15592,田原市
23232,79.13549,愛西市
23233,93.59544,清須市
23234,90.94053,北名古屋市
23235,97.29136,弥富市
23236,103.32632,みよし市
23237,82.58763,あま市
23238,105.60957,長久手市
23302,79.33408,東郷町
23342,129.42611,豊山町
23361,139.91579,大口町
23362,80.32302,扶桑町
23424,74.28203,大治町
23425,79.52541,蟹江町
23427,318.48988,飛島村
23441,86.75172,阿久比町
23442,81.99878,東浦町
23445,93.62271,南知多町
23446,90.41357,美浜町
23447,84.44659,武豊町
23501,94.88988,幸田町
23561,105.14387,設楽町
23562,97.21416,東栄町
23563,107.13656,豊根村
24201,103.1595,津市
24202,103.60253,四日市市
24203,100.11031,伊勢市
24204,95.15449,松阪市
24205,92.47343,桑名市
24207,94.73226,鈴鹿市
24208,87.42687,名張市
24209,103.37054,尾鷲市
24210,101.06857,亀山市
24211,106.11374,鳥羽市
24212,101.98591,熊野市
24214,108.49722,いなべ市
24215,92.78322,志摩市
24216,105.3488,伊賀市
24303,92.59084,木曽岬町
24324,86.92393,東員町
24341,85.22756,菰野町
24343,88.58902,朝日町
24344,95.32945,川越町
24441,106.04248,多気町
24442,86.86354,明和町
24443,95.45883,大台町
24461,99.77966,玉城町
24470,77.77109,度会町
24471,90.82671,大紀町
24472,92.27401,南伊勢町
24543,96.44999,紀北町
24561,96.30477,御浜町
24562,85.76782,紀宝町
25201,91.07554,大津市
25202,100.81809,彦根市
25203,98.30616,長浜市
25204,91.2436,近江八幡市
25206,107.07411,草津市
25207,90.58716,守山市
25208,98.27713,栗東市
25209,99.13972,甲賀市
25210,99.19221,野洲市
25211,97.63856,湖南市
25212,94.55472,高島市
25213,93.22123,東近江市
25214,90.88045,米原市
25383,99.27308,日野町
25384,138.8451,竜王町
25425,98.01232,愛荘町
25441,96.44301,豊郷町
25442,96.7609,甲良町
25443,114.6295,多賀町
26100,109.01807,京都市
26101,105.60373,京都市北区
26102,120.83818,京都市上京区
26103,106.31441,京都市左京区
26104,144.63925,京都市中京区
26105,141.36871,京都市東山区
26106,167.62472,京都市下京区
26107,137.30824,京都市南区
26108,93.57688,京都市右京区
26109,97.71677,京都市伏見区
26110,90.98774,京都市山科区
26111,81.16612,京都市西京区
26201,105.69709,福知山市
26202,98.54387,舞鶴市
26203,102.9597,綾部市
26204,88.08358,宇治市
26205,106.8653,宮津市
26206,85.54298,亀岡市
26207,82.70954,城陽市
26208,80.3447,向日市
26209,91.62068,長岡京市
26210,88.39728,八幡市
26211,100.10588,京田辺市
26212,96.98478,京丹後市
26213,104.52255,南丹市
26214,78.66831,木津川市
26303,86.35795,大山崎町
26322,177.70326,久御山町
26343,86.78887,井手町
26344,99.08788,宇治田原町
26364,82.01754,笠置町
26365,85.49039,和束町
26366,78.41709,精華町
26367,83.71041,南山城村
26407,93.70373,京丹波町
26463,93.79147,伊根町
26465,90.76211,与謝野町
27100,131.66873,大阪市
27102,97.15928,大阪市都島区
27103,124.25087,大阪市福島区
27104,122.77214,大阪市此花区
27106,191.31775,大阪市西区
27107,105.44646,大阪市港区
27108,102.40248,大阪市大正区
27109,158.60106,大阪市天王寺区
27111,151.14956,大阪市浪速区
27113,104.79317,大阪市西淀川区
27114,97.11958,大阪市東淀川区
27115,98.93499,大阪市東成区
27116,98.64789,大阪市生野区
27117,93.90883,大阪市旭区
27118,88.12425,大阪市城東区
27119,110.0524,大阪市阿倍野区
27120,92.62573,大阪市住吉区
27121,89.95717,大阪市東住吉区
27122,103.34903,大阪市西成区
27123,129.46351,大阪市淀川区
27124,86.94838,大阪市鶴見区
27125,113.86151,大阪市住之江区
27126,93.06068,大阪市平野区
27127,332.45166,大阪市北区
27128,488.40538,大阪市中央区
27140,93.56781,堺市
27141,115.80244,堺市堺区
27142,91.97948,堺市中区
27143,78.88577,堺市東区
27144,96.69751,堺市西区
27145,85.47139,堺市南区
27146,82.36205,堺市北区
27147,111.53846,堺市美原区
27202,90.14114,岸和田市
27203,88.47398,豊中市
27204,91.72593,池田市
27205,96.86729,吹田市
27206,90.9061,泉大津市
27207,87.93732,高槻市
27208,88.1311,貝塚市
27209,95.48594,守口市
27210,88.84727,枚方市
27211,92.2427,茨木市
27212,94.45164,八尾市
27213,106.05947,泉佐野市
27214,87.57633,富田林市
27215,88.80337,寝屋川市
27216,84.5542,河内長野市
27217,90.71222,松原市
27218,97.82903,大東市
27219,86.76367,和泉市
27220,86.38643,箕面市
27221,94.6971,柏原市
27222,86.05202,羽曳野市
27223,109.03169,門真市
27224,110.16269,摂津市
27225,93.16634,高石市
27226,84.97356,藤井寺市
27227,103.83206,東大阪市
27228,93.50556,泉南市
27229,85.32323,四條畷市
27230,77.54824,交野市
27231,88.7943,大阪狭山市
27232,77.66785,阪南市
27301,76.00974,島本町
27321,69.84549,豊能町
27322,90.71763,能勢町
27341,93.65823,忠岡町
27361,79.93474,熊取町
27362,106.45123,田尻町
27366,82.71427,岬町
27381,77.93861,太子町
27382,97.95362,河南町
27383,88.955,千早赤阪村
28100,102.23467,神戸市
28101,94.83088,神戸市東灘区
28102,96.40453,神戸市灘区
28105,116.33101,神戸市兵庫区
28106,101.12448,神戸市長田区
28107,88.07088,神戸市須磨区
28108,77.5691,神戸市垂水区
28109,82.56273,神戸市北区
28110,211.34714,神戸市中央区
28111,95.1872,神戸市西区
28201,100.53186,姫路市
28202,96.26085,尼崎市
28203,89.56746,明石市
28204,90.03956,西宮市
28205,102.61422,洲本市
28206,83.1096,芦屋市
28207,90.50807,伊丹市
28208,98.98769,相生市
28209,101.92584,豊岡市
28210,88.52918,加古川市
28212,95.97463,赤穂市
28213,95.12064,西脇市
28214,79.92379,宝塚市
28215,99.24072,三木市
28216,100.50423,高砂市
28217,79.62462,川西市
28218,100.59284,小野市
28219,92.38182,三田市
28220,105.26256,加西市
28221,94.03712,篠山市
28222,100.03706,養父市
28223,96.94092,丹波市
28224,96.80466,南あわじ市
28225,99.33777,朝来市
28226,98.06035,淡路市
28227,93.68067,宍粟市
28228,110.62019,加東市
28229,96.24123,たつの市
28301,76.33764,猪名川町
28365,90.16981,多可町
28381,99.14571,稲美町
28382,85.26631,播磨町
28442,87.6748,市川町
28443,112.40754,福崎町
28446,85.05938,神河町
28464,82.25883,太子町
28481,96.18366,上郡町
28501,100.17133,佐用町
28585,93.83509,香美町
28586,95.52601,新温泉町
29201,94.82279,奈良市
29202,86.69176,大和高田市
29203,103.444,大和郡山市
29204,99.94362,天理市
29205,92.70975,橿原市
29206,87.18294,桜井市
29207,101.49692,五條市
29208,96.56841,御所市
29209,77.28384,生駒市
29210,77.91545,香芝市
29211,85.01433,葛城市
29212,85.26603,宇陀市
29322,93.05934,山添村
29342,75.14166,平群町
29343,78.18082,三郷町
29344,77.78999,斑鳩町
29345,81.87559,安堵町
29361,99.90572,川西町
29362,76.4921,三宅町
29363,91.34455,田原本町
29385,89.6062,曽爾村
29386,91.92723,御杖村
29401,95.1911,高取町
29402,87.16277,明日香村
29424,82.86025,上牧町
29425,84.95114,王寺町
29426,81.10909,広陵町
29427,88.80776,河合町
29441,99.09447,吉野町
29442,90.03819,大淀町
29443,89.70692,下市町
29444,99.09091,黒滝村
29446,105.02216,天川村
29447,108.68597,野迫川村
29449,108.26682,十津川村
29450,108.82682,下北山村
29451,108.78906,上北山村
29452,109.2917,川上村
29453,96.90544,東吉野村
30201,104.46652,和歌山市
30202,95.69225,海南市
30203,84.72988,橋本市
30204,93.93397,有田市
30205,115.02762,御坊市
30206,101.86171,田辺市
30207,109.81555,新宮市
30208,91.18596,紀の川市
30209,79.04662,岩出市
30304,93.20009,紀美野町
30341,98.15796,かつらぎ町
30343,84.37286,九度山町
30344,116.19928,高野町
30361,101.11475,湯浅町
30362,91.33444,広川町
30366,94.40082,有田川町
30381,82.04545,美浜町
30382,75.0818,日高町
30383,90.90286,由良町
30390,93.00942,印南町
30391,101.79721,みなべ町
30392,91.41776,日高川町
30401,99.62383,白浜町
30404,91.78064,上富田町
30406,97.21347,すさみ町
30421,94.85397,那智勝浦町
30422,84.83965,太地町
30424,95.22293,古座川町
30427,108.07175,北山村
30428,98.42976,串本町
31201,103.22274,鳥取市
31202,103.9742,米子市
31203,111.4856,倉吉市
31204,99.01387,境港市
31302,85.58119,岩美町
31325,88.28388,若桜町
31328,92.42382,智頭町
31329,81.0421,八頭町
31364,88.85978,三朝町
31370,80.0423,湯梨浜町
31371,94.87827,琴浦町
31372,88.06343,北栄町
31384,106.30997,日吉津村
31386,86.04736,大山町
31389,84.94064,南部町
31390,83.27937,伯耆町
31401,97.73347,日南町
31402,104.20988,日野町
31403,93.70839,江府町
32201,103.63041,松江市
32202,102.52818,浜田市
32203,98.25053,出雲市
32204,100.65803,益田市
32205,98.59523,大田市
32206,96.79974,安来市
32207,97.11869,江津市
32209,93.23376,雲南市
32343,97.0604,奥出雲町
32386,102.86225,飯南町
32441,112.11505,川本町
32448,90.46939,美郷町
32449,98.50464,邑南町
32501,94.95623,津和野町
32505,101.23941,吉賀町
32525,101.95495,海士町
32526,99.50446,西ノ島町
32527,99.5122,知夫村
32528,99.97262,隠岐の島町
33100,103.57553,岡山市
33101,118.97901,岡山市北区
33102,90.0357,岡山市中区
33103,93.13538,岡山市東区
33104,92.93618,岡山市南区
33202,98.84222,倉敷市
33203,102.45503,津山市
33204,97.72129,玉野市
33205,97.73968,笠岡市
33207,93.93573,井原市
33208,92.32069,総社市
33209,106.82775,高梁市
33210,97.89288,新見市
33211,104.15305,備前市
33212,96.9574,瀬戸内市
33213,87.31892,赤磐市
33214,97.77339,真庭市
33215,97.55513,美作市
33216,89.20403,浅口市
33346,96.13517,和気町
33423,97.78674,早島町
33445,97.37396,里庄町
33461,96.29604,矢掛町
33586,87.87529,新庄村
33606,94.82369,鏡野町
33622,108.72809,勝央町
33623,96.83373,奈義町
33643,86.61685,西粟倉村
33663,96.82087,久米南町
33666,90.29241,美咲町
33681,100.88703,吉備中央町
34100,101.42257,広島市
34101,172.10261,広島市中区
34102,88.37834,広島市東区
34103,112.29191,広島市南区
34104,99.39506,広島市西区
34105,87.74865,広島市安佐南区
34106,87.20848,広島市安佐北区
34107,82.79334,広島市安芸区
34108,83.87333,広島市佐伯区
34202,98.81559,呉市
34203,97.40029,竹原市
34204,100.03638,三原市
34205,100.39026,尾道市
34207,100.0185,福山市
34208,103.34922,府中市
34209,101.53129,三次市
34210,101.15405,庄原市
34211,103.59591,大竹市
34212,99.23175,東広島市
34213,90.30164,廿日市市
34214,101.24457,安芸高田市
34215,94.83956,江田島市
34302,103.85482,府中町
34304,101.09185,海田町
34307,79.63797,熊野町
34309,119.49478,坂町
34368,102.44129,安芸太田町
34369,111.10054,北広島町
34431,108.00801,大崎上島町
34462,95.47653,世羅町
34545,96.50646,神石高原町
35201,98.68388,下関市
35202,100.20008,宇部市
35203,101.5439,山口市
35204,98.47861,萩市
35206,98.46647,防府市
35207,100.97291,下松市
35208,99.24026,岩国市
35210,95.252,光市
35211,98.06428,長門市
35212,103.24177,柳井市
35213,101.57881,美祢市
35215,103.19521,周南市
35216,96.8215,山陽小野田市
35305,101.36636,周防大島町
35321,90.34208,和木町
35341,97.43132,上関町
35343,88.67925,田布施町
35344,91.01422,平生町
35502,96.85244,阿武町
36201,108.43421,徳島市
36202,96.76148,鳴門市
36203,92.90414,小松島市
36204,101.10656,阿南市
36205,91.8198,吉野川市
36206,90.15376,阿波市
36207,97.57385,美馬市
36208,103.13012,三好市
36301,95.01981,勝浦町
36302,107.70227,上勝町
36321,83.31149,佐那河内村
36341,87.22548,石井町
36342,92.81132,神山町
36368,101.39253,那賀町
36383,98.6147,牟岐町
36387,97.37733,美波町
36388,99.28902,海陽町
36401,108.71481,松茂町
36402,88.5993,北島町
36403,85.2914,藍住町
36404,101.27265,板野町
36405,86.12011,上板町
36468,105.01848,つるぎ町
36489,85.93387,東みよし町
37201,103.60144,高松市
37202,95.41678,丸亀市
37203,113.07276,坂出市
37204,100.61652,善通寺市
37205,100.36526,観音寺市
37206,94.85996,さぬき市
37207,97.04811,東かがわ市
37208,93.37647,三豊市
37322,99.07156,土庄町
37324,99.83851,小豆島町
37341,89.74498,三木町
37364,114.94106,直島町
37386,98.59645,宇多津町
37387,93.94324,綾川町
37403,100.44633,琴平町
37404,96.42643,多度津町
37406,87.05447,まんのう町
38201,101.03483,松山市
38202,101.1498,今治市
38203,101.09598,宇和島市
38204,102.14586,八幡浜市
38205,102.0183,新居浜市
38206,96.69052,西条市
38207,101.26117,大洲市
38210,90.42822,伊予市
38213,100.86143,四国中央市
38214,96.57751,西予市
38215,105.34481,東温市
38356,99.88788,上島町
38386,102.98331,久万高原町
38401,95.0173,松前町
38402,87.35816,砥部町
38422,93.44762,内子町
38442,107.6979,伊方町
38484,89.46464,松野町
38488,96.95469,鬼北町
38506,96.77198,愛南町
39201,102.75928,高知市
39202,99.12748,室戸市
39203,102.45207,安芸市
39204,105.32075,南国市
39205,93.92707,土佐市
39206,105.40564,須崎市
39208,102.06151,宿毛市
39209,97.33633,土佐清水市
39210,103.37481,四万十市
39211,85.47071,香南市
39212,96.23451,香美市
39301,92.56966,東洋町
39302,98.88755,奈半利町
39303,103.98829,田野町
39304,91.03003,安田町
39305,96.29057,北川村
39306,109.113,馬路村
39307,101.39969,芸西村
39341,97.78897,本山町
39344,101.56487,大豊町
39363,99.87491,土佐町
39364,109.59596,大川村
39386,87.67954,いの町
39387,104.05332,仁淀川町
39401,91.43275,中土佐町
39402,87.03675,佐川町
39403,96.77308,越知町
39405,100.19401,檮原町
39410,96.81909,日高村
39411,88.45357,津野町
39412,99.48052,四万十町
39424,91.87439,大月町
39427,94.21855,三原村
39428,90.63921,黒潮町
40100,102.31263,北九州市
40101,98.30284,北九州市門司区
40103,99.69461,北九州市若松区
40105,119.28919,北九州市戸畑区
40106,123.48332,北九州市小倉北区
40107,89.69368,北九州市小倉南区
40108,106.60479,北九州市八幡東区
40109,95.10029,北九州市八幡西区
40130,110.75837,福岡市
40131,99.12978,福岡市東区
40132,167.18803,福岡市博多区
40133,154.13103,福岡市中央区
40134,87.24184,福岡市南区
40135,88.54874,福岡市西区
40136,91.26684,福岡市城南区
40137,89.98288,福岡市早良区
40202,104.51517,大牟田市
40203,99.54983,久留米市
40204,105.13597,直方市
40205,101.50605,飯塚市
40206,108.96967,田川市
40207,92.4104,柳川市
40210,102.64408,八女市
40211,96.35077,筑後市
40212,101.81124,大川市
40213,91.52948,行橋市
40214,103.68157,豊前市
40215,86.60159,中間市
40216,83.03296,小郡市
40217,87.64258,筑紫野市
40218,78.05279,春日市
40219,84.64607,大野城市
40220,83.07224,宗像市
40221,92.30823,太宰府市
40223,95.39675,古賀市
40224,84.42184,福津市
40225,91.02647,うきは市
40226,126.08495,宮若市
40227,91.41522,嘉麻市
40228,106.94264,朝倉市
40229,87.71336,みやま市
40230,81.16714,糸島市
40305,83.21734,那珂川町
40341,85.97569,宇美町
40342,81.60525,篠栗町
40343,85.80299,志免町
40344,88.24047,須恵町
40345,99.96045,新宮町
40348,131.86626,久山町
40349,90.88624,粕屋町
40381,88.76689,芦屋町
40382,84.1225,水巻町
40383,78.66688,岡垣町
40384,92.1015,遠賀町
40401,97.72087,小竹町
40402,95.86431,鞍手町
40421,79.23829,桂川町
40447,80.69679,筑前町
40448,89.51242,東峰村
40503,85.57273,大刀洗町
40522,81.82844,大木町
40544,96.24436,広川町
40601,91.58457,香春町
40602,83.68601,添田町
40604,78.56984,糸田町
40605,89.65394,川崎町
40608,87.53864,大任町
40609,84.51357,赤村
40610,86.70806,福智町
40621,121.25962,苅田町
40625,91.58228,みやこ町
40642,89.69368,吉富町
40646,87.65084,上毛町
40647,88.99769,築上町
41201,107.20898,佐賀市
41202,96.54844,唐津市
41203,111.43041,鳥栖市
41204,95.64535,多久市
41205,104.75216,伊万里市
41206,98.28992,武雄市
41207,96.4459,鹿島市
41208,83.20116,小城市
41209,94.97,嬉野市
41210,92.84279,神埼市
41327,99.19566,吉野ヶ里町
41341,93.34895,基山町
41345,93.41808,上峰町
41346,92.17897,みやき町
41387,116.67231,玄海町
41401,95.21541,有田町
41423,98.55393,大町町
41424,88.10393,江北町
41425,91.92598,白石町
41441,90.39754,太良町
42201,103.31426,長崎市
42202,101.36706,佐世保市
42203,104.69231,島原市
42204,100.91398,諫早市
42205,96.95764,大村市
42207,97.24311,平戸市
42208,99.867,松浦市
42209,100.3624,対馬市
42210,99.67531,壱岐市
42211,99.78568,五島市
42212,100.41128,西海市
42213,93.94084,雲仙市
42214,94.08402,南島原市
42307,75.86961,長与町
42308,100.68447,時津町
42321,90.60014,東彼杵町
42322,90.35331,川棚町
42323,93.23081,波佐見町
42383,100.3125,小値賀町
42391,89.476,佐々町
42411,98.12861,新上五島町
43100,102.16381,熊本市
43101,128.27429,熊本市中央区
43102,93.48336,熊本市東区
43103,95.40952,熊本市西区
43104,95.36899,熊本市南区
43105,90.1908,熊本市北区
43202,99.83918,八代市
43203,107.866,人吉市
43204,87.88174,荒尾市
43205,104.17142,水俣市
43206,97.2852,玉名市
43208,97.00941,山鹿市
43210,103.74738,菊池市
43211,88.46756,宇土市
43212,95.91572,上天草市
43213,97.99853,宇城市
43214,102.78333,阿蘇市
43215,99.52743,天草市
43216,89.21706,合志市
43348,88.45447,美里町
43364,80.17094,玉東町
43367,102.58533,南関町
43368,107.351,長洲町
43369,95.21146,和水町
43403,110.36709,大津町
43404,98.03826,菊陽町
43423,101.82806,南小国町
43424,97.59288,小国町
43425,96.02649,産山村
43428,98.1502,高森町
43432,101.57307,西原村
43433,97.25289,南阿蘇村
43441,90.84527,御船町
43442,120.95207,嘉島町
43443,94.95998,益城町
43444,93.9442,甲佐町
43447,99.00984,山都町
43468,84.49225,氷川町
43482,94.8474,芦北町
43484,83.22277,津奈木町
43501,98.80178,錦町
43505,100.56174,多良木町
43506,88.40652,湯前町
43507,91.53226,水上村
43510,91.80842,相良村
43511,110.99526,五木村
43512,77.29398,山江村
43513,82.34181,球磨村
43514,94.74973,あさぎり町
43531,102.4551,苓北町
44201,101.67773,大分市
44202,99.15505,別府市
44203,102.29262,中津市
44204,100.28261,日田市
44205,99.54993,佐伯市
44206,94.79715,臼杵市
44207,100.10574,津久見市
44208,103.64947,竹田市
44209,100.78327,豊後高田市
44210,95.9947,杵築市
44211,96.83067,宇佐市
44212,97.17909,豊後大野市
44213,98.94927,由布市
44214,103.22547,国東市
44322,93.06881,姫島村
44341,85.35177,日出町
44461,95.521,九重町
44462,98.07243,玖珠町
45201,101.59646,宮崎市
45202,103.79145,都城市
45203,101.2576,延岡市
45204,99.31595,日南市
45205,100.4327,小林市
45206,100.1182,日向市
45207,95.95293,串間市
45208,97.13522,西都市
45209,101.49452,えびの市
45341,80.73925,三股町
45361,85.62366,高原町
45382,94.83831,国富町
45383,90.07488,綾町
45401,98.1736,高鍋町
45402,92.09693,新富町
45403,107.80533,西米良村
45404,100.01912,木城町
45405,97.08238,川南町
45406,91.12694,都農町
45421,88.65974,門川町
45429,102.47269,諸塚村
45430,101.88746,椎葉村
45431,98.94161,美郷町
45441,101.08977,高千穂町
45442,95.28637,日之影町
45443,91.7417,五ヶ瀬町
46201,101.44845,鹿児島市
46203,101.04529,鹿屋市
46204,98.54395,枕崎市
46206,100.434,阿久根市
46208,99.18152,出水市
46210,99.39279,指宿市
46213,99.31734,西之表市
46214,97.01031,垂水市
46215,100.99609,薩摩川内市
46216,94.39583,日置市
46217,95.15004,曽於市
46218,100.41714,霧島市
46219,99.03012,いちき串木野市
46220,100.79573,南さつま市
46221,102.89717,志布志市
46222,100.62564,奄美市
46223,100.64646,南九州市
46224,98.95561,伊佐市
46225,91.68451,姶良市
46303,101.2285,三島村
46304,101.5873,十島村
46392,102.91071,さつま町
46404,93.77816,長島町
46452,97.02721,湧水町
46468,97.77207,大崎町
46482,94.74732,東串良町
46490,98.66212,錦江町
46491,97.90506,南大隅町
46492,95.40347,肝付町
46501,100.6638,中種子町
46502,101.74064,南種子町
46505,100.35623,屋久島町
46523,93.59477,大和村
46524,104.7619,宇検村
46525,100.59721,瀬戸内町
46527,95.10851,龍郷町
46529,100.12479,喜界町
46530,103.6828,徳之島町
46531,100.20084,天城町
46532,93.58692,伊仙町
46533,97.99499,和泊町
46534,102.52696,知名町
46535,100.21211,与論町
47201,109.5622,那覇市
47205,95.12172,宜野湾市
47207,99.93903,石垣市
47208,102.77418,浦添市
47209,105.25829,名護市
47210,91.46156,糸満市
47211,98.34648,沖縄市
47212,92.19719,豊見城市
47213,94.69041,うるま市
47214,100.1309,宮古島市
47215,81.93783,南城市
47301,97.39201,国頭村
47302,100.3268,大宜味村
47303,102.15116,東村
47306,92.67653,今帰仁村
47308,100.47281,本部町
47311,121.07585,恩納村
47313,93.62158,宜野座村
47314,97.67628,金武町
47315,100.25822,伊江村
47324,85.91282,読谷村
47325,110.51516,嘉手納町
47326,103.83637,北谷町
47327,100.39014,北中城村
47328,84.33227,中城村
47329,116.94969,西原町
47348,90.29332,与那原町
47350,94.52829,南風原町
47353,101.64384,渡嘉敷村
47354,103.90805,座間味村
47355,101.84453,粟国村
47356,101.62791,渡名喜村
47357,100.45147,南大東村
47358,104.29253,北大東村
47359,99.6769,伊平屋村
47360,101.31839,伊是名村
47361,100.45132,久米島町
47362,85.98362,八重瀬町
47375,98.82747,多良間村
47381,104.97749,竹富町
47382,102.55019,与那国町
